No	도메인	분류	서비스명	플랫폼	기능 그룹	기능	설명
200	커머스	쇼핑	11번가	앱	주문	받은 선물 목록 조회하기	받은 선물 목록 조회
201	커머스	쇼핑	11번가	앱	주문	보낸 선물 목록 조회하기	보낸 선물 목록 조회
202	커머스	쇼핑	11번가	앱	이벤트	미션 리스트 조회	포인트를 받을 수 있는 미션 리스트 조회
203	커머스	쇼핑	11번가	앱	이벤트	미션 참여 후 포인트 받기	포인트를 받을 수 있는 미션 참여 후 포인트 받기
204	커머스	쇼핑	11번가	앱	이벤트	할인쿠폰 증정 이벤트 리스트 조회	할인쿠폰 증정 이벤트 리스트 조회
205	커머스	쇼핑	11번가	앱	이벤트	이벤트 참여 후 할인쿠폰 받기	할인쿠폰 증정 이벤트 참여 후 할인 쿠폰 받기
206	커머스	쇼핑	11번가	앱	이벤트	리워드 금액 확인하기	상품 링크 공유 후 타 사용자가 해당 구매 시 받는 리워드 금액 조회
207	커머스	쇼핑	11번가	앱	이벤트	머니백 랭킹 조회하기	리워드 금액별 머니백 랭킹과 나의 랭킹 조회
208	커머스	쇼핑	11번가	앱	결제	은행 계좌 결제 수단 등록하기	인증이 완료된 은행계좌를 결제 수단으로 등록
209	커머스	쇼핑	11번가	앱	결제	신용/체크 카드 스캔하기	카메라가 실행되며, 사각형 영역에 카드를 맞추면 카드 번호와 유효기간, CVC 번호를 자동 입력
210	커머스	쇼핑	11번가	앱	결제	신용/체크 카드 정보 입력하기 	사용자가 직접 카드 정보를 입력하거나 스캔된 카드 정보를 수정
211	커머스	쇼핑	11번가	앱	결제	신용/체크 카드 결제 수단 등록하기	입력한 정보의 카드를 결제 수단으로 등록
212	커머스	쇼핑	11번가	앱	결제	휴대폰 결제 수단 등록하기	휴대폰 본인인증을 통해 결제 수단으로 등록
213	커머스	쇼핑	11번가	앱	결제	핀크 결제 수단 등록하기	핀크 회원 인증을 통해 결제 수단으로 등록
214	커머스	쇼핑	11번가	앱	결제	등록된 정보로 디지털 머니 충전하기	사용자가 입력한 금액과 등록한 계좌로 디지털 머니 충전
215	커머스	쇼핑	11번가	앱	결제	디지털 머니 결제하기	결제 시 디지털머니 잔액으로 결제
216	커머스	쇼핑	11번가	앱	결제	등록된 은행 계좌 정보로 결제하기	결제 시 등록된 은행 계좌로 결제
217	커머스	쇼핑	11번가	앱	결제	등록된 신용/체크카드 결제하기	결제 시 등록된 신용/체크 카드로 결제
218	커머스	쇼핑	11번가	앱	결제	등록된 휴대폰 정보로 결제하기	결제 시 등록된 휴대폰으로 결제
219	커머스	쇼핑	11번가	앱	결제	등록된 핀크 회원 정보로 결제하기	결제 시 등록된 핀크 회원 정보를 통해 결제
220	커머스	쇼핑	11번가	앱	결제	카카오페이 결제하기	카카오페이 앱 인증을 통해 결제
221	커머스	쇼핑	11번가	앱	결제	현금영수증 신청하기	현금 결제 시 사용자가 현금영수증 등록 번호를 입력하여 신청
222	커머스	쇼핑	11번가	앱	결제	제휴 포인트 조회하기	연관된 제휴 업체의 포인트를 조회
223	커머스	쇼핑	11번가	앱	결제	제휴 포인트 전환하기	연관된 제휴 업체의 포인트를 사용 가능한 포인트로 전환
224	커머스	쇼핑	11번가	앱	결제	포인트 결제하기	사용자가 보유한 포인트를 사용자가 입력한 금액만큼 차감하여 결제
225	커머스	쇼핑	11번가	앱	결제	신용카드 결제하기	카드사와 할부 정보, 포인트 사용 여부를 선택하여 카드 결제
226	커머스	쇼핑	11번가	앱	결제	가상 계좌 발급하기	사용자가 주문한 금액과 선택한 은행으로 가상 계좌번호를 발급
227	커머스	쇼핑	11번가	앱	결제	무통장 입금 하기	가상 계좌번호에 입금 기한 내 금액 입금 시 무통장 입금 결제 완료
228	커머스	쇼핑	11번가	앱	결제	편의점 결제 바코드 발급하기	사용자가 주문한 금액으로 편의점 결제 바코드를 발급
229	커머스	쇼핑	11번가	앱	결제	편의점 결제 하기	편의점에서 편의점 결제 바코드 인식 후 현금 결제 시 결제 완료
230	커머스	쇼핑	11번가	앱	결제	PAYCO 결제하기	PAYCO 앱을 통해 결제
231	커머스	쇼핑	11번가	앱	결제	할인 쿠폰 등록하기	할인쿠폰 번호를 등록하여 할인쿠폰 등록
232	커머스	쇼핑	11번가	앱	결제	할인 쿠폰 목록 조회하기	등록했거나 발급 받은 할인 쿠폰 리스트를 조회
233	커머스	쇼핑	11번가	앱	결제	할인 쿠폰 적용하기	사용자가 보유한 할인쿠폰을 선택 적용하여 결제
234	커머스	쇼핑	11번가	앱	결제	간편결제 수단 삭제하기	간편 결제 수단 삭제
235	커머스	쇼핑	11번가	앱	결제	생체 인증 결제 켜기	생체 인증을 통한 결제 기능 켜기
236	커머스	쇼핑	11번가	앱	결제	생체 인증 결제 끄기	생체 인증을 통한 결제 기능 끄기
237	커머스	쇼핑	11번가	앱	결제	SMS 추가 보안인증 켜기	SMS 추가 보안인증 켜기
238	커머스	쇼핑	11번가	앱	결제	SMS 추가 보안인증 끄기	SMS 추가 보안인증 끄기
239	커머스	쇼핑	11번가	앱	결제	ARS 추가 보안인증 켜기	ARS 추가 보안인증 켜기
240	커머스	쇼핑	11번가	앱	결제	ARS 추가 보안인증 끄기	ARS 추가 보안인증 끄기
241	커머스	쇼핑	11번가	앱	결제	소득공제 간소화 신청하기	소득공제 간소화 신청
242	커머스	쇼핑	11번가	앱	결제	제휴 카드 발급 신청하기	혜택률이 높은 제휴 카드 발급 신청
243	커머스	쇼핑	11번가	앱	배송 관리	배송 정보 추가하기	배송 정보 추가
244	커머스	쇼핑	11번가	앱	배송 관리	배송 정보 수정하기	배송 정보 수정
245	커머스	쇼핑	11번가	앱	배송 관리	배송 정보 삭제하기	배송 정보 삭제
246	커머스	쇼핑	11번가	앱	배송 관리	안심택배함 조회하기	사용자의 설정 위치에 따른 근처 안심택배함 조회
247	커머스	쇼핑	11번가	앱	배송 관리	CU편의점 픽업 조회하기	사용자의 설정 위치에 따른 근처 픽업 가능한 CU편의점 조회
248	커머스	쇼핑	11번가	앱	배송 관리	배송 상태 조회하기	배송 상태 조회
249	커머스	쇼핑	11번가	앱	배송 관리	배송 기사와 전화하기	배송 기사의 전화번호를 사용자 기기의 연결
250	커머스	쇼핑	11번가	앱	리뷰 관리	구매 상품 별점 작성하기	구매 상품 별점 작성
251	커머스	쇼핑	11번가	앱	리뷰 관리	구매 상품 리뷰 작성하기	구매 상품 리뷰 작성
252	커머스	쇼핑	11번가	앱	리뷰 관리	구매 상품 리뷰 사진 촬영하기	구매 상품 리뷰 사진 촬영
253	커머스	쇼핑	11번가	앱	리뷰 관리	구매 상품 리뷰 사진 첨부하기	구매 상품 리뷰 사진 첨부
254	커머스	쇼핑	11번가	앱	리뷰 관리	나의 리뷰 조회하기	사용자가 작성했던 리뷰 리스트 조회
255	커머스	쇼핑	11번가	앱	리뷰 관리	상품 리뷰 조회하기	상품에 대해 작성된 리뷰 리스트 조회
256	커머스	쇼핑	11번가	앱	리뷰 관리	리뷰어 페이지 조회하기	리뷰어 페이지 조회
257	커머스	쇼핑	11번가	앱	리뷰 관리	상품 리뷰 공유하기	상품 리뷰 링크 공유
258	커머스	쇼핑	11번가	앱	리뷰 관리	상품 리뷰 평가하기	도움이 된 상품 리뷰에 꾹을 눌러 평가
259	커머스	쇼핑	11번가	앱	고객 지원	상품 문의하기	상품 선택 후 문의 유형 선택 및 문의 내용, 공개 여부를 선택하여 문의 작성
260	커머스	쇼핑	11번가	앱	고객 지원	상품 톡하기	브랜드에 채팅으로 상품 문의
261	커머스	쇼핑	11번가	앱	고객 지원	톡에서 이모티콘 보내기	브랜드에 채팅으로 상품 문의 시, 이모티콘 발송
262	커머스	쇼핑	11번가	앱	고객 지원	톡에서 사진 촬영하기	브랜드에 채팅으로 상품 문의 시, 사진 촬영
263	커머스	쇼핑	11번가	앱	고객 지원	톡에서 사진 첨부하기	브랜드에 채팅으로 상품 문의 시, 사진 첨부
264	커머스	쇼핑	11번가	앱	고객 지원	실시간 채팅 상담하기	실시간 채팅 상담
265	커머스	쇼핑	11번가	앱	고객 지원	메일 상담하기	상담 분류와 문의 내용, 이미지 파일, 답변 받을 이메일 주소를 입력하여 앱 내 메일 발송
266	커머스	쇼핑	11번가	앱	고객 지원	불편 사항 접수하기	구매 관련 개선, 건의 사항 앱 내 접수
267	커머스	쇼핑	11번가	앱	고객 지원	상담 내역 조회하기	상담 내역 리스트 조회
268	커머스	쇼핑	11번가	앱	고객 지원	서비스별 ARS 조회하기	서비스별 ARS 번호 조회
269	커머스	쇼핑	11번가	앱	고객 지원	공지사항 조회하기	공지사항 리스트 조회
270	커머스	쇼핑	11번가	앱	고객 지원	FAQ 조회하기	FAQ(자주묻는질문) 리스트 조회
271	커머스	쇼핑	11번가	앱	고객 지원	FAQ 검색하기	키워드를 FAQ에 포함하는 FAQ 리스트 조회
272	커머스	쇼핑	11번가	앱	게임	식물 육성 후 받을 상품 고르기	식물 육성 게임에서 육성 완료 후 받을 상품 고르기
273	커머스	쇼핑	11번가	앱	게임	출석체크하고 식물 육성용 물 받기	식물 육성 게임에서 출석체크하고 식물 육성용 물 받기
274	커머스	쇼핑	11번가	앱	게임	상품 구경하고 식물 육성용 물 받기	식물 육성 게임에서 상품 구경하고 식물 육성용 물 받기
275	커머스	쇼핑	11번가	앱	게임	친구 초대하고 식물 육성용 물 받기	식물 육성 게임에서 친구 초대하고 식물 육성용 물 받기
276	커머스	쇼핑	11번가	앱	게임	물 주고 식물 육성하기	식물 육성 게임에서 물 주고 식물 육성하기
277	커머스	쇼핑	11번가	앱	자산 관리	계좌 연결하기	계좌 연결하기
278	커머스	쇼핑	11번가	앱	자산 관리	연금 연결하기	연금 연결하기
279	커머스	쇼핑	11번가	앱	자산 관리	투자 연결하기	투자 연결하기
280	커머스	쇼핑	11번가	앱	자산 관리	보험 연결하기	보험 연결하기
281	커머스	쇼핑	11번가	앱	자산 관리	머니/포인트/선불 카드 연결하기	머니/포인트/선불 카드 연결하기
282	커머스	쇼핑	11번가	앱	자산 관리	대출 연결하기	대출 연결하기
283	커머스	쇼핑	11번가	앱	자산 관리	간편결제 연결하기	간편결제 연결하기
284	커머스	쇼핑	11번가	앱	자산 관리	소비내역 확인하기	소비내역 확인하기
285	커머스	쇼핑	11번가	앱	자산 관리	소비목표 수립하기	소비목표 수립하기
286	커머스	쇼핑	11번가	앱	Auth	사업자 회원가입 하기	사업자 등록번호로 사업자 회원가입
287	커머스	쇼핑	11번가	앱	Auth	휴대폰 번호로 개인 회원가입 하기	휴대폰 번호로 개인 회원가입
288	커머스	쇼핑	11번가	앱	Auth	소셜 개인 회원가입 하기	소셜 로그인 정보를 연동하여 개인 회원가입
289	커머스	쇼핑	11번가	앱	Auth	가입/이용 약관 동의하기	가입/이용을 위한 약관 조회 및 동의
290	커머스	쇼핑	11번가	앱	Auth	휴대폰 본인인증 하기	입력한 휴대폰으로 인증 번호을 받아 휴대폰 인증하기
291	커머스	쇼핑	11번가	앱	Auth	이메일 인증하기	입력한 이메일로 인증 메일을 받아 이메일 인증하기
292	커머스	쇼핑	11번가	앱	Auth	카드본인인증하기	앱 카드 혹은 카드 정보를 입력하여 카드 인증하기
293	커머스	쇼핑	11번가	앱	Auth	로그인하기	가입한 아이디와 비밀번호를 입력하여 로그인
294	커머스	쇼핑	11번가	앱	Auth	소셜 로그인 하기	등록된 소셜 정보를 연동하여 로그인
295	커머스	쇼핑	11번가	앱	Auth	소셜 로그인 연결하기	소셜 로그인 연결
296	커머스	쇼핑	11번가	앱	Auth	소셜 로그인 연결 해제하기	소셜 로그인 연결 해제
297	커머스	쇼핑	11번가	앱	Auth	자동 로그인 기기 조회하기	자동 로그인 되어 있는 기기 목록 조회
298	커머스	쇼핑	11번가	앱	Auth	자동 로그인 기기 해제하기	자동 로그인 되어 있는 기기 해제
299	커머스	쇼핑	11번가	앱	Auth	휴대폰 인증을 통해 아이디 찾기	휴대폰 본인인증을 완료 후 아이디 조회
300	커머스	쇼핑	11번가	앱	Auth	카드본인인증을 통해 아이디 찾기	카드본인인증을 완료 후 아이디 조회
301	커머스	쇼핑	11번가	앱	Auth	휴대폰 인증을 통해 비밀번호 재설정 하기	휴대폰 본인인증을 완료 후 비밀번호 재설정
302	커머스	쇼핑	11번가	앱	Auth	카드본인인증을 통해 비밀번호 재설정 하기	카드본인인증을 완료 후 비밀번호 재설정
303	커머스	쇼핑	11번가	앱	Auth	이메일 정보 수정하기	회원 정보 수정에서 이메일 인증 완료 후 이메일 정보 수정
304	커머스	쇼핑	11번가	앱	Auth	휴대폰 번호 수정하기	회원 정보 수정에서 휴대폰 인증 완료 후 휴대폰 정보 수정
305	커머스	쇼핑	11번가	앱	Auth	비회원 주문 조회하기	비회원 주문 조회하기
306	커머스	쇼핑	11번가	앱	Auth	휴대폰 본인인증 하기	휴대폰 본인인증 하기
307	커머스	쇼핑	11번가	앱	Auth	로그아웃하기	로그아웃하기
308	커머스	쇼핑	11번가	앱	Auth	탈퇴 유의사항 동의하기	탈퇴 유의사항에 대한 내용 조회 및 동의하기
309	커머스	쇼핑	11번가	앱	Auth	탈퇴하기	비밀번호를 입력 후 회원 탈퇴
310	커머스	쇼핑	11번가	앱	Auth	계정으로 로그인 했던 환경 조회하기	계정으로 로그인 했던 환경 조회하기
311	커머스	쇼핑	11번가	앱	계정관리	임시 저장된 이미지 캐시 삭제하여 저장 공간 확보하기	임시 저장된 이미지 캐시 삭제하여 저장 공간 확보하기
312	커머스	쇼핑	11번가	앱	계정관리	프로필 사진 등록하기	프로필 사진 등록하기
313	커머스	쇼핑	11번가	앱	계정관리	프로필 사진 변경하기	프로필 사진 변경하기
314	커머스	쇼핑	11번가	앱	계정관리	프로필 사진 삭제하기	프로필 사진 삭제하기
315	커머스	쇼핑	11번가	앱	계정관리	리뷰 상세 정보에 노출되는 사이즈 정보 등록하기	리뷰 상세 정보에 노출되는 사이즈 정보 등록하기
316	커머스	쇼핑	11번가	앱	계정관리	리뷰 상세 정보에 노출되는 피부 정보 등록하기	리뷰 상세 정보에 노출되는 피부 정보 등록하기
317	커머스	쇼핑	11번가	앱	계정관리	리뷰 상세 정보에 노출되는 아이 사이즈 정보 등록하기	리뷰 상세 정보에 노출되는 아이 사이즈 정보 등록하기
318	커머스	쇼핑	11번가	앱	계정관리	작성한 리뷰 리스트와 리뷰어 랭킹을 조회할 수 있는 리뷰어 페이지 공개하기	작성한 리뷰 리스트와 리뷰어 랭킹을 조회할 수 있는 리뷰어 페이지 공개하기
319	커머스	쇼핑	11번가	앱	계정관리	작성한 리뷰 리스트와 리뷰어 랭킹을 조회할 수 있는 리뷰어 페이지 비공개하기	작성한 리뷰 리스트와 리뷰어 랭킹을 조회할 수 있는 리뷰어 페이지 비공개하기
320	커머스	쇼핑	11번가	앱	계정관리	해외 배송을 위한 개인통관고유번호 등록하기	해외 배송을 위한 개인통관고유번호 등록하기
321	커머스	쇼핑	11번가	앱	계정관리	해외 배송을 위한 개인통관고유번호 변경하기	해외 배송을 위한 개인통관고유번호 변경하기
322	커머스	쇼핑	11번가	앱	계정관리	해외 배송을 위한 개인통관고유번호 발급가능한 관세청 링크 연결하기	해외 배송을 위한 개인통관고유번호 발급가능한 관세청 링크 연결하기
323	커머스	쇼핑	11번가	앱	계정관리	멤버십 가입하기	정기 결제 멤버십 가입
324	커머스	쇼핑	11번가	앱	계정관리	멤버십 결제하기	정기 결제 멤버십 결제
325	커머스	쇼핑	11번가	앱	계정관리	멤버십 해지하기	정기 결제 멤버십 해지
326	커머스	쇼핑	11번가	앱	계정관리	멤버십 혜택 조회하기	정기 결제 멤버십 혜택 리스트 조회
327	커머스	쇼핑	11번가	앱	계정관리	검색 기록 삭제하기	기기에서 검색한 기록 삭제
328	커머스	쇼핑	11번가	앱	계정관리	동영상 자동재생 옵션 설정하기	재생 환경에 따른 동영상 자동재생 옵션 선택
329	커머스	쇼핑	11번가	앱	알림 설정	타임별 특가 상품 알림 신청하기	타임딜 상품 알림 신청하기
330	커머스	쇼핑	11번가	앱	알림 설정	안내톡 켜기	구매정보, 혜택정보를 11톡 내 안내톡으로 수신 허용
331	커머스	쇼핑	11번가	앱	알림 설정	안내톡 끄기	구매정보, 혜택정보를 11톡 내 안내톡으로 수신 거부
332	커머스	쇼핑	11번가	앱	알림 설정	친구별 개별 알림 끄기	친구별로 11톡 알림 수신 거부
333	커머스	쇼핑	11번가	앱	알림 설정	에티켓 시간 설정하기	지정된 시간에 푸시 알림 수신 거부
334	커머스	패션	무신사	앱	상품 조회	카테고리별 상품 목록 조회하기	유형 카테고리별로 분류된 상품 리스트 조회
335	커머스	패션	무신사	앱	상품 조회	브랜드별 이벤트 목록 조회하기	브랜드별 이벤트 리스트 조회
336	커머스	패션	무신사	앱	상품 조회	특가 상품 목록 조회하기	특가 상품 리스트 조회
337	커머스	패션	무신사	앱	상품 조회	타임 세일 상품 목록 조회하기	타임 세일 상품 리스트 조회
338	커머스	패션	무신사	앱	상품 조회	에디터 추천 상품 목록 조회하기	에디터 추천 상품 리스트 조회
339	커머스	패션	무신사	앱	상품 조회	시즌 추천 상품 목록 조회하기	시즌별 추천 상품 리스트 조회
340	커머스	패션	무신사	앱	상품 조회	트렌드 브랜드의 상품 목록 조회하기	트렌드한 브랜드의 상품 리스트 조회
341	커머스	패션	무신사	앱	상품 조회	상품 검색하기	키워드를 상품명에 포함하는 상품 리스트 조회
342	커머스	패션	무신사	앱	상품 조회	상품 검색 시 최근 검색어 조회하기	검색 창에서 사용자가 검색한 검색어 조회
343	커머스	패션	무신사	앱	상품 조회	상품 검색 시 최근 검색어 삭제하기	검색 창에서 사용자가 검색한 검색어 삭제
344	커머스	패션	무신사	앱	상품 조회	상품 검색 시 검색어 추천하기	검색 창에서 사용자가 최근 조회한 상품을 기준으로 검색어 추천
345	커머스	패션	무신사	앱	상품 조회	상품 검색 시 인기 검색어 랭킹 조회하기	검색 창에서 인기 검색어 키워드 랭킹 조회
346	커머스	패션	무신사	앱	상품 조회	상품 검색 시 급상승 검색어 조회하기	검색 창에서 시간별 급상승 검색어 랭킹 조회
347	커머스	패션	무신사	앱	상품 조회	상품 필터링하기	사용자가 원하는 옵션이 포함된 상품 리스트 조회
348	커머스	패션	무신사	앱	상품 조회	상품 정렬하기	사용자가 원하는 옵션으로 정렬된 상품 리스트 조회
349	커머스	패션	무신사	앱	상품 조회	상품 목록을 스타일 스냅 목록으로 전환하기	상품 리스트를 스타일 스냅 리스트로 전환
350	커머스	패션	무신사	앱	상품 조회	상품 목록을 코디 목록으로 전환하기	상품 리스트를 코디 리스트로 전환
351	커머스	패션	무신사	앱	상품 조회	상품 상세 정보 조회하기	상품 상세 정보 조회
352	커머스	패션	무신사	앱	상품 조회	상품 공유하기	상품 상세 정보 링크를 공유
353	커머스	패션	무신사	앱	상품 조회	상품 스냅 모아보기	상품 스타일 스냅 사진을 모아보기
354	커머스	패션	무신사	앱	상품 조회	상품 신고하기	문제 상품 신고하기
355	커머스	패션	무신사	앱	상품 추천	최근 조회 상품과 유사한 상품 추천하기	사용자의 최근 조회 상품과 유사한 상품 리스트를 추천
356	커머스	패션	무신사	앱	상품 추천	현재 조회 상품과 유사 상품 추천하기	사용자가 현재 조회하고 있는 상품과 유사한 상품 리스트를 추천
357	커머스	패션	무신사	앱	상품 추천	비슷한 연령대 관심 상품 추천하기	사용자와 비슷한 연령대의 관심 상품 리스트를 추천
358	커머스	패션	무신사	앱	상품 추천	비슷한 연령대 베스트 상품 추천하기	사용자와 비슷한 연령대의 베스트 상품 리스트를 추천
359	커머스	패션	무신사	앱	상품 추천	입력한 사이즈를 기준으로 사이즈 추천받기	사용자가 등록한 사이즈를 기준으로 상품 사이즈를 추천
360	커머스	패션	무신사	앱	패션 콘텐츠	브랜드 페이지 보기	브랜드 페이지 조회
361	커머스	패션	무신사	앱	패션 콘텐츠	관련 브랜드 매거진 조회하기	사용자가 현재 조회하고 있는 상품이 포함된 브랜드 매거진 리스트를 조회
362	커머스	패션	무신사	앱	패션 콘텐츠	브랜드 스토리 매거진 목록 조회하기	브랜드 매거진 리스트 조회
363	커머스	패션	무신사	앱	패션 콘텐츠	브랜드 스토리 매거진 상세 보기	브랜드 매거진 상세 조회
364	커머스	패션	무신사	앱	패션 콘텐츠	브랜드 스토리 매거진 좋아요 평가하기	브랜드 매거진 좋아요 평가
365	커머스	패션	무신사	앱	패션 콘텐츠	브랜드 스토리 매거진에 댓글 쓰기	브랜드 매거진 댓글 쓰기
366	커머스	패션	무신사	앱	패션 콘텐츠	브랜드 스토리 매거진 이벤트 참여하기	이벤트 중인 브랜드 매거진 참여하기
367	커머스	패션	무신사	앱	패션 콘텐츠	브랜드 스토리 매거진 공유하기	브랜드 매거진 링크 공유
368	커머스	패션	무신사	앱	패션 콘텐츠	브랜드 스토리 매거진 필터링하기	사용자가 원하는 옵션이 포함된 브랜드 매거진 리스트 조회
369	커머스	패션	무신사	앱	커뮤니티	카테고리별 스타일 스냅 조회하기	스타일 종류별로 분류된 스타일 리스트 조회
370	커머스	패션	무신사	앱	커뮤니티	스타일 스냅  필터링하기	사용자가 원하는 옵션이 포함된 스타일 리스트 조회
371	커머스	패션	무신사	앱	커뮤니티	거리 패션 피플 스타일 스냅  조회하기	지역별 거리 패션 피플 스타일 리스트 조회
372	커머스	패션	무신사	앱	커뮤니티	인기 브랜드 스타일 스냅 조회하기	인기 브랜드별로 분류된 스타일 리스트 조회
373	커머스	패션	무신사	앱	커뮤니티	핫한 아이템을 활용한 코디 스타일 조회하기	핫한 아이템별로 코디된 스타일 리스트 조회
374	커머스	패션	무신사	앱	커뮤니티	트렌드 키워드 스타일 스냅  추천하기	트렌드한 키워드의 스타일 리스트를 추천
375	커머스	패션	무신사	앱	커뮤니티	추천 상품 연관 스타일 스냅  추천하기	추천 상품과 연관된 스타일 리스트를 추천
376	커머스	패션	무신사	앱	커뮤니티	비슷한 연령대 인기 스타일 스냅  추천하기	사용자와 비슷한 연령대의 인기 스타일 리스트를 추천
377	커머스	패션	무신사	앱	커뮤니티	유사 상품 활용 스타일 스냅  추천하기	사용자가 현재 조회하고 있는 상품과 유사한 상품 스타일 리스트를 추천
378	커머스	패션	무신사	앱	커뮤니티	크리에이터 검색하기	키워드를 크리에이터명에 포함하는 크리에이터 리스트 조회
379	커머스	패션	무신사	앱	커뮤니티	크리에이터 팔로우 하기	크리에이터 팔로우 누르기
380	커머스	패션	무신사	앱	커뮤니티	크리에이터 페이지 조회하기	크리에이터 페이지 상세 조회
381	커머스	패션	무신사	앱	커뮤니티	크리에이터 인스타그램 이동하기	크리에이터의 개인 인스타그램 링크 연결
382	커머스	패션	무신사	앱	커뮤니티	크리에이터 유튜브 조회하기	크리에이터의 개인 유튜브 링크 연결
383	커머스	패션	무신사	앱	커뮤니티	크리에이터 페이지 공유하기	크리에이터의 페이지 링크 공유
384	커머스	패션	무신사	앱	커뮤니티	크리에이터 팔로워 목록보기	크리에이터의 팔로워 목록 조회
385	커머스	패션	무신사	앱	커뮤니티	크리에이터 팔로잉 목록보기	크리에이터의 팔로잉 목록 조회
386	커머스	패션	무신사	앱	커뮤니티	크리에이터 신고하기	크리에이터 신고
387	커머스	패션	무신사	앱	커뮤니티	크리에이터 숨기기	크리에이터 숨기기
388	커머스	패션	무신사	앱	커뮤니티	스타일 스냅 상세보기	스타일 스냅 상세 조회
389	커머스	패션	무신사	앱	커뮤니티	스타일 스냅 상품 조회하기	스타일 스냅에 태그된 상품 리스트 조회
390	커머스	패션	무신사	앱	커뮤니티	스타일 스냅 좋아요 평가하기	스타일 스냅에 좋아요 평가
391	커머스	패션	무신사	앱	커뮤니티	스타일 스냅 좋아요 목록 보기	스타일 스냅에 좋아요를 누른 유저 리스트 조회
392	커머스	패션	무신사	앱	커뮤니티	스타일 스냅 댓글 남기기	스타일 스냅에 댓글 남기기
393	커머스	패션	무신사	앱	커뮤니티	스타일 스냅 댓글 태그 누르기	자동 완성되어있는 댓글 태그를 눌러 댓글 남기기
394	커머스	패션	무신사	앱	커뮤니티	스타일 스냅 공유하기	스타일 스냅 상세 링크 공유
