No	도메인	분류	서비스명	플랫폼	기능 그룹	기능	설명
1002	엔터테인먼트	문서/만화	밀리의 서재	앱	콘텐츠 관리	연재 작품 리스트 조회하기	회원 연재 작품 리스트 조회
1003	엔터테인먼트	문서/만화	밀리의 서재	앱	콘텐츠 관리	연재 작품 필터링하기	사용자가 선택한 옵션에 해당하는 회원 연재 작품 리스트 조회
1004	엔터테인먼트	문서/만화	밀리의 서재	앱	콘텐츠 관리	데일리 추천 콘텐츠 조회하기	오늘의 추천 책 영상과 소개 글 콘텐츠 조회
1005	엔터테인먼트	문서/만화	밀리의 서재	앱	콘텐츠 관리	영상 콘텐츠 시청하기	영상 콘텐츠 시청
1006	엔터테인먼트	문서/만화	밀리의 서재	앱	콘텐츠 관리	책 상세 조회하기	책 정보 상세 조회
1007	엔터테인먼트	문서/만화	밀리의 서재	앱	콘텐츠 관리	완독 지수 분석하기	완독할 확률과 완독 예상 시간을 그래프화
1008	엔터테인먼트	문서/만화	밀리의 서재	앱	콘텐츠 관리	성별, 연령별 인기 분포 분석하기	서재에 담은 수 기준으로 인기 분포 집계 및 그래프화
1009	엔터테인먼트	문서/만화	밀리의 서재	앱	콘텐츠 관리	책 공유하기	책 상제 정보 링크 공유
1010	엔터테인먼트	문서/만화	밀리의 서재	앱	콘텐츠 관리	책 다운로드 하기	책 다운로드
1011	엔터테인먼트	문서/만화	밀리의 서재	앱	콘텐츠 관리	선택된 책이 담긴 서재 목록 조회하기	사용자가 선택한 책이 포함된 서재 리스트 조회
1012	엔터테인먼트	문서/만화	밀리의 서재	앱	콘텐츠 관리	선택한 책과 다른 회원들이 함께 담은 책 목록 조회하기	사용자가 선택한 책과 다른 회원들이 함께 담은 책 리스트 조회
1013	엔터테인먼트	문서/만화	밀리의 서재	앱	콘텐츠 관리	작품 상세 조회하기	작품 정보 상세 조회
1014	엔터테인먼트	문서/만화	밀리의 서재	앱	콘텐츠 관리	작품 응원하기	작품 응원하기 버튼을 눌러 응원하기
1015	엔터테인먼트	문서/만화	밀리의 서재	앱	콘텐츠 관리	에피소드 목록 조회하기	작품 에피소드 리스트 조회
1016	엔터테인먼트	문서/만화	밀리의 서재	앱	콘텐츠 발행	발행 작품 필터링하기	사용자가 선택한 옵션에 해당하는 사용자 발행 작품 리스트 조회
1017	엔터테인먼트	문서/만화	밀리의 서재	앱	콘텐츠 발행	발행 작품 정렬하기	사용자가 선택한 옵션에 맞게 정렬된 사용자 발행 작품 리스트 조회
1018	엔터테인먼트	문서/만화	밀리의 서재	앱	콘텐츠 발행	작가 소개 작성하기	작가 소개 정보 작성하기
1019	엔터테인먼트	문서/만화	밀리의 서재	앱	콘텐츠 발행	작품 정보 작성하기	발행하는 작품 정보 작성하기
1020	엔터테인먼트	문서/만화	밀리의 서재	앱	콘텐츠 발행	작품 발행하기	에디터를 통해 글 작성하기
1021	엔터테인먼트	문서/만화	밀리의 서재	앱	콘텐츠 발행	작품 연재하기	사용자의 작품 연재하기
1022	엔터테인먼트	문서/만화	밀리의 서재	앱	리뷰 관리	작품 댓글 조회하기	작품의 댓글 리스트 조회
1023	엔터테인먼트	문서/만화	밀리의 서재	앱	리뷰 관리	작품 댓글 쓰기	작품의 댓글 작성
1024	엔터테인먼트	문서/만화	밀리의 서재	앱	리뷰 관리	작품 댓글 삭제하기	작품의 댓글 삭제
1025	엔터테인먼트	문서/만화	밀리의 서재	앱	리뷰 관리	작품 댓글 답글 쓰기	작품의 댓글에 답글 작성
1026	엔터테인먼트	문서/만화	밀리의 서재	앱	리뷰 관리	작품 댓글 답글 삭제하기	작품의 댓글에 답글 삭제
1027	엔터테인먼트	문서/만화	밀리의 서재	앱	리뷰 관리	작품 댓글 신고하기	작품의 댓글 신고
1028	엔터테인먼트	문서/만화	밀리의 서재	앱	리뷰 관리	작품 댓글 좋아요 평가하기	작품의 댓글 좋아요 평가하기
1029	엔터테인먼트	문서/만화	밀리의 서재	앱	리뷰 관리	책 한줄 리뷰 목록 보기	책의 한줄 리뷰 리스트 조회하기
1030	엔터테인먼트	문서/만화	밀리의 서재	앱	리뷰 관리	한줄 리뷰 신고하기	책의 한줄 리뷰 신고
1031	엔터테인먼트	문서/만화	밀리의 서재	앱	리뷰 관리	한줄 리뷰 마음에 들기 평가하기	책의 한줄 리뷰 마음에 들기 버튼을 눌러 평가
1032	엔터테인먼트	문서/만화	밀리의 서재	앱	리뷰 관리	한줄 리뷰 등록하기	책의 한줄 리뷰 작성
1033	엔터테인먼트	문서/만화	밀리의 서재	앱	리뷰 관리	한줄 리뷰 삭제하기	책의 한줄 리뷰 삭제
1034	엔터테인먼트	문서/만화	밀리의 서재	앱	콘텐츠 보관	My Favorite 목록에 추가하기	하트 버튼을 눌러 책 보관
1035	엔터테인먼트	문서/만화	밀리의 서재	앱	콘텐츠 보관	책 내 서재에 담기	책 내 서재의 저장
1036	엔터테인먼트	문서/만화	밀리의 서재	앱	콘텐츠 보관	책 책장에 담기	피드에 소개된 책 내 책장에 담기
1037	엔터테인먼트	문서/만화	밀리의 서재	앱	콘텐츠 보관	작품 작가 관심작가로 등록하기	작품 작가를 저장
1038	엔터테인먼트	문서/만화	밀리의 서재	앱	커뮤니티	카테고리별 피드 조회하기	포스트, 한줄리뷰, 하이라이트, 인생책 카테고리로 분류된 피드 목록 조회하기
1039	엔터테인먼트	문서/만화	밀리의 서재	앱	커뮤니티	책방 피드 추천하기	다른 사용자 책방 추천 피드 리스트 조회
1040	엔터테인먼트	문서/만화	밀리의 서재	앱	커뮤니티	팔로잉한 책방 피드 조회하기	팔로잉한 책방의 피드 리스트 조회
1041	엔터테인먼트	문서/만화	밀리의 서재	앱	커뮤니티	피드 좋아요 평가하기	피드 좋아요 평가하기
1042	엔터테인먼트	문서/만화	밀리의 서재	앱	커뮤니티	포스트 목록 조회하기	포스트 목록 조회하기
1043	엔터테인먼트	문서/만화	밀리의 서재	앱	커뮤니티	포스트 상세 조회하기	포스트 상세 조회하기
1044	엔터테인먼트	문서/만화	밀리의 서재	앱	커뮤니티	포스트 좋아요 평가하기	포스트 좋아요 평가하기
1045	엔터테인먼트	문서/만화	밀리의 서재	앱	커뮤니티	포스트 댓글 쓰기	포스트 댓글 쓰기
1046	엔터테인먼트	문서/만화	밀리의 서재	앱	커뮤니티	포스트 공유하기	포스트 상세 정보 공유하기
1047	엔터테인먼트	문서/만화	밀리의 서재	앱	커뮤니티	포스트 신고하기	포스트 신고하기
1048	엔터테인먼트	문서/만화	밀리의 서재	앱	커뮤니티	포스트 좋아요를 평가한 사람 목록 조회하기	포스트 좋아요를 평가한 사람 리스트 조회하기
1049	엔터테인먼트	문서/만화	밀리의 서재	앱	프로필 관리	책방 피드 상세 조회하기	책방 피드 상세 조회
1050	엔터테인먼트	문서/만화	밀리의 서재	앱	프로필 관리	책방 신고 후 차단하기	책방 신고 후 차단하기
1051	엔터테인먼트	문서/만화	밀리의 서재	앱	프로필 관리	책방 팔로우하기	책방 팔로우하기
1052	엔터테인먼트	문서/만화	밀리의 서재	앱	프로필 관리	책방 팔로잉 목록 조회하기	책방 팔로잉 리스트 조회
1053	엔터테인먼트	문서/만화	밀리의 서재	앱	프로필 관리	책방 팔로워 목록 조회하기	책방 팔로워 리스트 조회
1054	엔터테인먼트	문서/만화	밀리의 서재	앱	프로필 관리	책방의 현재 인생책 조회하기	책방 인생책 조회
1055	엔터테인먼트	문서/만화	밀리의 서재	앱	프로필 관리	책방의 인생책 히스토리 목록 조회하기	책방 인생책 히스토리 리스트 조회
1056	엔터테인먼트	문서/만화	밀리의 서재	앱	프로필 관리	책방의 독서 목표 조회하기	책방 독서 목표 조회
1057	엔터테인먼트	문서/만화	밀리의 서재	앱	프로필 관리	책방의 작품 목록 조회하기	책방 작품 리스트 조회
1058	엔터테인먼트	문서/만화	밀리의 서재	앱	프로필 관리	책방의 포스트 목록 조회하기	책방 작성 포스트 리스트 조회
1059	엔터테인먼트	문서/만화	밀리의 서재	앱	프로필 관리	책방의 서재 도서 목록 조회하기	서재 도서 리스트 조회
1060	엔터테인먼트	문서/만화	밀리의 서재	앱	프로필 관리	책방의 책장 목록 조회하기	책방 책장 리스트 조회
1061	엔터테인먼트	문서/만화	밀리의 서재	앱	프로필 관리	책방의 좋아하는 분야 조회하기	책방의 독서 현황을 분석하여 좋아하는 분야 선정
1062	엔터테인먼트	문서/만화	밀리의 서재	앱	프로필 관리	책방 소개글 작성하기	책방 소개글 작성
1063	엔터테인먼트	문서/만화	밀리의 서재	앱	프로필 관리	서재 도서 검색하기	서재에서 키워드를 도서명에 포함하는 도서 리스트 조회
1064	엔터테인먼트	문서/만화	밀리의 서재	앱	프로필 관리	서재 도서 정렬하기	사용자가 선택한 옵션에 맞게 정렬된 도서 리스트 조회
1065	엔터테인먼트	문서/만화	밀리의 서재	앱	프로필 관리	서재 도서 책장에 담기	서재 도서를 책장에 담기
1066	엔터테인먼트	문서/만화	밀리의 서재	앱	프로필 관리	서재 도서 다운로드 하기	서재 도서 다운로드
1067	엔터테인먼트	문서/만화	밀리의 서재	앱	프로필 관리	서재 도서 삭제하기	서재 도서 삭제
1068	엔터테인먼트	문서/만화	밀리의 서재	앱	프로필 관리	책장 목록 조회하기	책장 목록 조회
1069	엔터테인먼트	문서/만화	밀리의 서재	앱	프로필 관리	책장 만들기	책장 생성하기
1070	엔터테인먼트	문서/만화	밀리의 서재	앱	프로필 관리	책장 삭제하기	책장 삭제하기
1071	엔터테인먼트	문서/만화	밀리의 서재	앱	프로필 관리	한 줄 리뷰 작성 목록 조회하기	사용자의 작성 한 줄 리뷰 리스트 조회
1072	엔터테인먼트	문서/만화	밀리의 서재	앱	프로필 관리	포스트 작성 목록 조회하기	사용자의 작성 포스트 리스트 조회
1073	엔터테인먼트	문서/만화	밀리의 서재	앱	프로필 관리	3분 리뷰 발행 목록 조회하기	사용자의 발행 3분 리뷰 리스트 조회
1074	엔터테인먼트	문서/만화	밀리의 서재	앱	프로필 관리	하이라이트 작성 목록 조회하기	사용자의 작성 하이라이트 리스트 조회
1075	엔터테인먼트	문서/만화	밀리의 서재	앱	프로필 관리	독서 통계 분석하기	구독 기간의 책을 열어본 횟수, 독서 누적 시간, 독서 루틴 시간을 분석
1076	엔터테인먼트	문서/만화	밀리의 서재	앱	프로필 관리	독서 목표 리스트 조회하기	참여할 수 있는 독서 리스트 조회
1077	엔터테인먼트	문서/만화	밀리의 서재	앱	프로필 관리	독서 습관 만들기	독서 목표 중 하나를 선택하여 독서 습관 만들기
1078	엔터테인먼트	문서/만화	밀리의 서재	앱	계정 관리	회원 정보 수정하기	이름, 휴대폰번호, 이메일 수정
1079	엔터테인먼트	문서/만화	밀리의 서재	앱	계정 관리	E-ink 뷰어 계정 등록하기	E-ink 뷰어 계정 등록하기
1080	엔터테인먼트	문서/만화	밀리의 서재	앱	계정 관리	동영상 자동재생 환경 설정하기	동영상 자동재생 옵션 선택
1081	엔터테인먼트	문서/만화	밀리의 서재	앱	계정 관리	다크 모드 설정하기	다크/라이트 모드 선택
1082	엔터테인먼트	문서/만화	밀리의 서재	앱	계정 관리	캐시 데이터 삭제하기	문서 캐시 데이터 삭제
1083	엔터테인먼트	문서/만화	밀리의 서재	앱	계정 관리	성인 인증하기	19세 이상인 책 읽기 권한 부여를 위한 성인 인증
1084	엔터테인먼트	문서/만화	밀리의 서재	앱	계정 관리	밀/마일리지 보유 현황 조회하기	밀/마일리지 보유 현황 조회하기
1085	엔터테인먼트	문서/만화	밀리의 서재	앱	계정 관리	밀/마일리지 내역 조회하기	밀/마일리지 내역 리스트 조회하기
1086	엔터테인먼트	문서/만화	밀리의 서재	앱	계정 관리	밀/마일리지 필터링하기	사용자가 선택한 옵션에 해당하는 밀/마일리지 리스트 조회
1087	엔터테인먼트	문서/만화	밀리의 서재	앱	계정 관리	내 기기 관리하기	최대 5대의 기기 등록 리스트 조회
1088	엔터테인먼트	문서/만화	밀리의 서재	앱	계정 관리	등록 기기 변경하기	월 3회 제한으로 등록 기기 변경
1089	금융/회계	회계	삼쩜삼	앱	Auth	소셜 연동 회원가입하기	소셜 로그인 정보를 연동하여 회원가입
1090	금융/회계	회계	삼쩜삼	앱	Auth	휴대폰 번호 인증하기	입력한 휴대폰으로 인증 번호을 받아 휴대폰 인증하기
1091	금융/회계	회계	삼쩜삼	앱	Auth	로그아웃 하기	로그아웃하기
1092	금융/회계	회계	삼쩜삼	앱	Auth	탈퇴하기	탈퇴 하기
1093	금융/회계	회계	삼쩜삼	앱	홈택스 연동	간편 인증 요청하기	카카오, Pass 앱 인증을 통한 홈택스 간편인증 요청
1094	금융/회계	회계	삼쩜삼	앱	홈택스 연동	홈택스 정보 연동하기	사용자의 홈택스 정보를 연동
1095	금융/회계	회계	삼쩜삼	앱	홈택스 연동	놓친 월급 확인하기	설문을 통해 사용자의 비과세 월급 조회
1096	금융/회계	회계	삼쩜삼	앱	홈택스 연동	연말정산 서류 발급하기	사용자의 연말정산 간소화 자료 다운로드
1097	금융/회계	회계	삼쩜삼	앱	홈택스 연동	연말정산 예상 환급액 조회하기	연말정산 간소화 자료를 통해 예상 환급액 조회
1098	금융/회계	회계	삼쩜삼	앱	홈택스 연동	연말정산 맞춤 리포트 조회하기	연말정산 간소화 자료 분석을 통해 소득 공제 금액 조회
1099	금융/회계	회계	삼쩜삼	앱	홈택스 연동	가족 소비 합산하기	가족 소비금액을 합산하여 연말정산 예상 환급액 조회
1100	금융/회계	회계	삼쩜삼	앱	홈택스 연동	월세 현금영수증 조건 확인하기	설문을 통한 월세 세액 공제 대상자 조회
1101	금융/회계	회계	삼쩜삼	앱	홈택스 연동	소비 리포트 조회하기	연말정산 간소화 자료 분석을 통해 소비 금액 조회
1102	금융/회계	회계	삼쩜삼	앱	홈택스 연동	소비 리포트 만족도 조사하기	구글 설문 링크로 이동하여 의견 작성
1103	금융/회계	회계	삼쩜삼	앱	홈택스 연동	예상 부가세 조회하기	사업자일 경우 예상 부가세 납부 금액 조회
1104	금융/회계	회계	삼쩜삼	앱	홈택스 연동	부가세 신고 내역 조회하기	사업자일 경우 부가세 신고 내역 조회
1105	금융/회계	회계	삼쩜삼	앱	홈택스 연동	예상 환급액 조회하기	종합소득이 있을 경우 예상 환급액 조회
1106	금융/회계	회계	삼쩜삼	앱	홈택스 연동	종소세 신고 내역 조회하기	종합소득이 있을 경우 종소세 신고 내역 조회
1107	금융/회계	회계	삼쩜삼	앱	홈택스 연동	소득 인증서 조회하기	사용자의 연간 소득을 통해 인증서 발행
1108	금융/회계	회계	삼쩜삼	앱	홈택스 연동	소득 분석하기	삼쩜삼 이용자들 및 사용자의 연령대 중 소득 백분위 분석
1109	금융/회계	회계	삼쩜삼	앱	홈택스 연동	연도별 소득 조회하기	최근 5개년도의 소득 조회
1110	금융/회계	회계	삼쩜삼	앱	홈택스 연동	연도별 세금 조회하기	최근 5개년도의 세금 조회
1111	금융/회계	회계	삼쩜삼	앱	홈택스 연동	관할 세무서 조회하기	사용자의 주거지역 관할 세무서 정보 조회
1112	금융/회계	회계	삼쩜삼	앱	통신, 카드사 연동	부가서비스 목록 조회하기	부가서비스 제공 업체 목록 조회
1113	금융/회계	회계	삼쩜삼	앱	통신, 카드사 연동	부가서비스 가입 현황 확인하기	통신, 카드사와 연동하여 사용자의 부가서비스 가입 현황 조회
1114	금융/회계	회계	삼쩜삼	앱	통신, 카드사 연동	부가서비스 해지하기	통신, 카드사와 연동하여 요청한 부가서비스 가입 해지
1115	금융/회계	회계	삼쩜삼	앱	통신, 카드사 연동	확인 필요한 부가서비스 목록 조회하기	자주 가입되어 있어 확인이 필요한 부가서비스 목록 조회
1116	금융/회계	회계	삼쩜삼	앱	통신, 카드사 연동	확인 완료한 부가서비스 목록 조회하기	확인 완료한 부가서비스 목록 조회
1117	금융/회계	회계	삼쩜삼	앱	통신, 카드사 연동	가입 부가서비스 목록 조회하기	사용자의 가입 부가서비스 목록 조회
1118	금융/회계	회계	삼쩜삼	앱	통신, 카드사 연동	해지 부가서비스 목록 조회하기	사용자가 해지한 부가서비스 목록 조회
1119	금융/회계	회계	삼쩜삼	앱	통신, 카드사 연동	해지하고 아낀 돈 계산하기	사용자가 해지한 부가서비스 합계 금액 계산 및 조회
1120	금융/회계	회계	삼쩜삼	앱	금융 콘텐츠	카테고리별 금융 콘텐츠 목록 조회하기	카테고리별로 분류된 금융 콘텐츠 리스트 조회
1121	금융/회계	회계	삼쩜삼	앱	금융 콘텐츠	금융 콘텐츠 상세 조회하기	금융 콘텐츠 상세 조회
1122	금융/회계	회계	삼쩜삼	앱	금융 콘텐츠	금융 콘텐츠 공유하기	금융 콘텐츠 상세 링크 공유
1123	금융/회계	회계	삼쩜삼	앱	금융 콘텐츠	콘텐츠 도움됐어요 평가하기	금융 콘텐츠에 도움됐어요 를 클릭하여 평가
1124	금융/회계	회계	삼쩜삼	앱	금융 콘텐츠	세금 지식 목록 조회하기	세금 지식 콘텐츠 리스트 조회
1125	금융/회계	회계	삼쩜삼	앱	금융 콘텐츠	세금 지식 콘텐츠 상세 조회하기	세금 지식 콘텐츠 상세 조회
1126	금융/회계	회계	삼쩜삼	앱	계산기	카드 황금비율 계산하기	카드 소득 공제를 최대로 받을 수 있는 신용, 체크카드 사용 비율 계산
1127	금융/회계	회계	삼쩜삼	앱	계산기	연봉에 따른 실수령액 계산하기	연봉 입력 시 실 수령액 계산
1128	금융/회계	회계	삼쩜삼	앱	계산기	목표 연금에 따른 한달 저축금액 계산하기	사용자의 나이와 목표 연금, 연금 상품에 따른 한달 저축 필요 금액 계산
1129	금융/회계	회계	삼쩜삼	앱	계산기	은퇴 후 받을 연금 금액 계산하기	사용자의 나이와 목표 연금, 연금 상품에 따라 저축 시, 수령 금액 계산
1130	금융/회계	회계	삼쩜삼	앱	계산기	계산기 도움돼요 평가하기	계산기에 대해 도움돼요 평가
1131	금융/회계	회계	삼쩜삼	앱	계산기	계산기 아쉬워요 평가하기	계산기에 대해 아쉬워요 평가
1133	금융/회계	회계	삼쩜삼	앱	계산기	중소기업 청년 소득세 감면 조회하기	회사명을 검색하여 소득세 감면 대상 회사 여부 조회
1134	금융/회계	회계	삼쩜삼	앱	커뮤니티	세무 상담 신청하기	상담 카테고리를 선택하여 상담 신청
1135	금융/회계	회계	삼쩜삼	앱	커뮤니티	세무사 목록 조회하기	상담 가능한 세무사 리스트 조회
1136	금융/회계	회계	삼쩜삼	앱	커뮤니티	세무 문의 작성하기	상담 필요한 내용 작성하여 답변 요청
1137	금융/회계	회계	삼쩜삼	앱	커뮤니티	세무사와 채팅하기	문의된 내용을 바탕으로 세무사와 채팅하기
1138	금융/회계	회계	삼쩜삼	앱	커뮤니티	카테고리별 커뮤니티글 목록 조회하기	카테고리별로 분류된 하우머치 앱의 커뮤니티 글 리스트 조회
1139	금융/회계	회계	삼쩜삼	앱	커뮤니티	인기 커뮤니티글 목록 조회하기	하우머치 앱의 인기 커뮤니티 글 리스트 조회
1140	금융/회계	회계	삼쩜삼	앱	이벤트	가위바위보 이벤트하기	가위, 바위, 보 이벤트 참여, 당첨 시 선물 증정
1141	금융/회계	회계	삼쩜삼	앱	이벤트	친구 초대 이벤트하기	친구 초대에 성공할 때마다 커피 증정
1142	금융/회계	회계	삼쩜삼	앱	이벤트	친구 초대 내역 조회하기	친구 초대 내역, 받은 커피 내역 조회
1143	금융/회계	회계	삼쩜삼	앱	고객지원	FAQ 조회하기	FAQ 리스트 조회
1144	금융/회계	회계	삼쩜삼	앱	고객지원	FAQ 검색하기	키워드가 FAQ에 포함되는 FAQ 리스트 조회
1145	금융/회계	회계	삼쩜삼	앱	고객지원	공지사항 조회하기	공지사항 리스트 조회
1146	금융/회계	회계	삼쩜삼	앱	고객지원	1:1 채팅 문의하기	문의 항목을 선택하여 챗봇 문의
1147	금융/회계	회계	삼쩜삼	앱	고객지원	상담원 연결하기	상세 질문은 상담원 연결 문의
1148	금융/회계	회계	삼쩜삼	앱	고객지원	1:1 채팅 사진 첨부하기	문의 창에 사진 첨부하기
1149	금융/회계	회계	삼쩜삼	앱	고객지원	1:1 채팅 사진 촬영하기	문의 창에 첨부할 사진 촬영하기
1150	금융/회계	회계	삼쩜삼	앱	알림 설정	서비스 알림 켜기	서비스 알림 켜기
1151	금융/회계	회계	삼쩜삼	앱	알림 설정	서비스 알림 끄기	서비스 알림 끄기
1152	금융/회계	회계	삼쩜삼	앱	알림 설정	혜택 정보 알림 켜기	혜택 정보 알림 켜기
1153	금융/회계	회계	삼쩜삼	앱	알림 설정	혜택 정보 알림 끄기	혜택 정보 알림 끄기
1154	커뮤니티	SNS	Instagram	앱	Auth	이메일/휴대폰 번호로 회원 가입하기	이메일/휴대폰 번호로 회원 가입
1155	커뮤니티	SNS	Instagram	앱	Auth	페이스북 회원 가입하기	페이스북 정보를 연동하여 회원가입
1156	커뮤니티	SNS	Instagram	앱	Auth	비밀번호 재설정 링크 발송하기	전화번호, 이메일, 사용자 이름 입력 시 비밀번호 재설정 링크 발송
1157	커뮤니티	SNS	Instagram	앱	Auth	계정 비밀번호 변경하기	계정 비밀번호 변경
1158	커뮤니티	SNS	Instagram	앱	Auth	프로페셔널 대시보드 조회하기	프로페셔널 계정일 경우 추적된 성과 대시보드 조회
1159	커뮤니티	SNS	Instagram	앱	Auth	계정 추가하기	하나의 계정으로 로그인하여 여러 계정을 관리할 수 있게 계정 센터에 계정 추가하기
1160	커뮤니티	SNS	Instagram	앱	Auth	2단계 인증 설정하기	인증 앱, SMS, WhatsApp 중 하나를 선택하여 2단계 인증 설정하기
1161	커뮤니티	SNS	Instagram	앱	Auth	로그인 정보 저장하기	로그인 정보를 저장하여 재접속 시 로그인 정보를 입력하지 않아도 되게 하기
1162	커뮤니티	SNS	Instagram	앱	Auth	로그아웃하기	계정 로그아웃 하기
1163	커뮤니티	SNS	Instagram	앱	Auth	보안 경고하기	사용자의 연락처로 기기가 추가 및 삭제, 키가 변경될 경우 경고 알림 전송
1164	커뮤니티	SNS	Instagram	앱	Auth	계정 삭제하기	데이터까지 모두 영구삭제하여 계정 삭제
1165	커뮤니티	SNS	Instagram	앱	Auth	계정 비활성화하기	데이터는 남겨둔채 계정 일시적 비활성화
1166	커뮤니티	SNS	Instagram	앱	계정 관리	프로필 사진 업로드하기	계정 프로필 사진 업로드하여 설정하기
1167	커뮤니티	SNS	Instagram	앱	계정 관리	프로필 사진 촬영하기	계정 프로필 사진 촬영하여 설정하기
1168	커뮤니티	SNS	Instagram	앱	계정 관리	프로필 사진 삭제하기	계정 프로필 사진 삭제하기
1169	커뮤니티	SNS	Instagram	앱	계정 관리	프로필 아바타 만들기	계정의 아바타 프로필 생성하기
1170	커뮤니티	SNS	Instagram	앱	계정 관리	가입 날짜 조회하기	회원 가입 일자 조회하기
1171	커뮤니티	SNS	Instagram	앱	계정 관리	이전 사용자 이름 조회하기	프로필 이름 변경 히스토리 조회
1172	커뮤니티	SNS	Instagram	앱	계정 관리	이름 수정하기	프로필 이름 수정하기
1173	커뮤니티	SNS	Instagram	앱	계정 관리	사용자 이름 수정하기	프로필 아이디 수정하기
1174	커뮤니티	SNS	Instagram	앱	계정 관리	성별 설정하기	프로필 성별 설정하기
1175	커뮤니티	SNS	Instagram	앱	계정 관리	소개 작성하기	프로필 소개 작성하기
1176	커뮤니티	SNS	Instagram	앱	계정 관리	링크 추가하기	프로필 링크 연결하기
1177	커뮤니티	SNS	Instagram	앱	계정 관리	Threads 배지 표시하기	threads에 가입된 경우 계정 연결하여 프로필에 표시하기
1178	커뮤니티	SNS	Instagram	앱	계정 관리	여러 프로필에 공유하기	스토리와 게시물 업로드 시 함께 업로드될 계정 연결하기
1179	커뮤니티	SNS	Instagram	앱	계정 관리	Facebook 이벤트 초대 허용하기	fackbook에서 진행되는 이벤트 초대 허용하기
1180	커뮤니티	SNS	Instagram	앱	계정 관리	프로페셔널 계정 전환하기	프로페셔널 계정으로 전환
1181	커뮤니티	SNS	Instagram	앱	계정 관리	Meta verified 가입하기	인증배지 구독서비스 가입
1182	커뮤니티	SNS	Instagram	앱	계정 관리	Instagram 이용 시간 분석하기	사용자의 instagram 이용 시간 분석 대시보드 조회
